time,temperature,humidity,co2
2024-06-16 17:10:00,24.64,46.6,325.0
2024-06-16 17:15:00,24.26,46.2,325.0
2024-06-16 17:20:00,23.88,45.64,328.4
2024-06-16 17:25:00,23.7,46.52,329.0
2024-06-16 17:30:00,23.72,47.88,328.6
2024-06-16 17:35:00,23.92,49.58,326.2
2024-06-16 17:40:00,24.6,48.72,320.8
2024-06-16 17:45:00,25.04,46.74,321.0
2024-06-16 17:50:00,25.06,45.56,325.8
2024-06-16 17:55:00,24.92,44.92,325.8
2024-06-16 18:00:00,24.8,45.58,325.2
2024-06-16 18:05:00,24.76,47.34,326.0
2024-06-16 18:10:00,24.6,45.44,326.2
2024-06-16 18:15:00,24.38,46.5,327.4
2024-06-16 18:20:00,24.22,46.46,326.4
2024-06-16 18:25:00,24.12,47.52,328.0
2024-06-16 18:30:00,23.72,48.24,327.8
2024-06-16 18:35:00,23.44,48.22,328.8
2024-06-16 18:40:00,23.12,48.94,330.0
2024-06-16 18:45:00,22.96,49.92,329.6
2024-06-16 18:50:00,22.84,49.84,328.8
2024-06-16 18:55:00,22.54,50.5,330.2
2024-06-16 19:00:00,22.22,52.06,329.2
2024-06-16 19:05:00,21.92,53.44,330.2
2024-06-16 19:10:00,21.7,53.84,328.4
2024-06-16 19:15:00,21.54,54.44,328.8
2024-06-16 19:20:00,21.36,55.3,329.6
2024-06-16 19:25:00,21.16,56.2,330.2
2024-06-16 19:30:00,20.98,57.54,330.8
2024-06-16 19:35:00,20.76,59.26,331.8
2024-06-16 19:40:00,20.52,60.46,330.4
2024-06-16 19:45:00,20.24,61.18,330.4
2024-06-16 19:50:00,19.98,61.9,332.6
2024-06-16 19:55:00,19.72,63.12,333.6
2024-06-16 20:00:00,19.52,64.16,333.0
2024-06-16 20:05:00,19.32,65.16,332.6
2024-06-16 20:10:00,19.1,65.78,334.4
2024-06-16 20:15:00,18.94,66.06,334.2
2024-06-16 20:20:00,18.76,66.08,334.8
2024-06-16 20:25:00,18.58,66.32,332.2
2024-06-16 20:30:00,18.46,66.12,333.4
2024-06-16 20:35:00,18.34,66.48,333.0
2024-06-16 20:40:00,18.18,66.86,331.8
2024-06-16 20:45:00,18.06,66.52,329.8
2024-06-16 20:50:00,17.94,66.36,329.8
2024-06-16 20:55:00,17.86,66.66,330.8
2024-06-16 21:00:00,17.76,67.98,331.4
2024-06-16 21:05:00,17.64,69.88,333.2
2024-06-16 21:10:00,17.52,71.44,332.2
2024-06-16 21:15:00,17.4,72.94,336.0
2024-06-16 21:20:00,17.32,74.28,335.6
2024-06-16 21:25:00,17.28,75.44,338.0
2024-06-16 21:30:00,17.2,76.3,338.4
2024-06-16 21:35:00,17.2,77.24,339.6
2024-06-16 21:40:00,17.12,78.06,338.0
2024-06-16 21:45:00,17.1,78.98,339.6
2024-06-16 21:50:00,17.1,79.78,340.8
2024-06-16 21:55:00,17.1,80.48,340.6
2024-06-16 22:00:00,17.1,81.22,343.8
2024-06-16 22:05:00,17.06,81.86,343.6
2024-06-16 22:10:00,17.0,82.5,345.6
2024-06-16 22:15:00,17.0,83.06,344.2
2024-06-16 22:20:00,17.0,83.82,345.0
2024-06-16 22:25:00,17.0,84.12,346.8
2024-06-16 22:30:00,17.0,84.52,346.6
2024-06-16 22:35:00,16.98,85.1,347.8
2024-06-16 22:40:00,17.0,85.5,348.4
2024-06-16 22:45:00,16.94,85.7,347.8
2024-06-16 22:50:00,16.92,86.18,349.2
2024-06-16 22:55:00,16.9,86.32,351.8
2024-06-16 23:00:00,16.9,86.82,352.0
2024-06-16 23:05:00,16.84,86.92,353.8
2024-06-16 23:10:00,16.78,87.18,355.0
2024-06-16 23:15:00,16.7,87.6,356.0
2024-06-16 23:20:00,16.64,87.72,357.0
2024-06-16 23:25:00,16.6,88.1,356.8
2024-06-16 23:30:00,16.52,88.4,359.2
2024-06-16 23:35:00,16.5,88.8,360.4
2024-06-16 23:40:00,16.46,88.8,361.6
2024-06-16 23:45:00,16.4,89.06,363.4
2024-06-16 23:50:00,16.38,89.18,366.6
2024-06-16 23:55:00,16.3,89.36,367.0
2024-06-17 00:00:00,16.28,89.36,366.6
2024-06-17 00:05:00,16.2,89.36,368.8
2024-06-17 00:10:00,16.12,89.44,369.6
2024-06-17 00:15:00,16.06,89.52,370.4
2024-06-17 00:20:00,16.0,89.86,372.2
2024-06-17 00:25:00,15.98,90.14,374.8
2024-06-17 00:30:00,15.92,90.96,376.2
2024-06-17 00:35:00,15.9,91.1,381.0
2024-06-17 00:40:00,15.9,91.18,381.6
2024-06-17 00:45:00,15.84,91.34,383.2
2024-06-17 00:50:00,15.8,91.46,384.6
2024-06-17 00:55:00,15.8,91.38,385.2
2024-06-17 01:00:00,15.72,91.26,387.4
2024-06-17 01:05:00,15.7,91.34,388.2
2024-06-17 01:10:00,15.6,91.14,389.0
2024-06-17 01:15:00,15.58,91.18,390.2
2024-06-17 01:20:00,15.5,91.1,392.8
2024-06-17 01:25:00,15.44,91.12,395.2
2024-06-17 01:30:00,15.4,91.12,396.2
2024-06-17 01:35:00,15.34,91.14,396.0
2024-06-17 01:40:00,15.3,91.2,398.4
2024-06-17 01:45:00,15.28,91.28,399.4
2024-06-17 01:50:00,15.2,91.38,400.0
2024-06-17 01:55:00,15.2,91.42,399.6
2024-06-17 02:00:00,15.14,91.34,402.6
2024-06-17 02:05:00,15.1,91.52,404.2
2024-06-17 02:10:00,15.0,91.54,407.2
2024-06-17 02:15:00,15.0,91.62,407.4
2024-06-17 02:20:00,14.9,91.78,409.2
2024-06-17 02:25:00,14.9,91.94,410.4
2024-06-17 02:30:00,14.88,91.9,410.8
2024-06-17 02:35:00,14.8,91.82,411.2
2024-06-17 02:40:00,14.8,91.82,413.2
2024-06-17 02:45:00,14.72,91.74,412.6
2024-06-17 02:50:00,14.68,91.72,414.6
2024-06-17 02:55:00,14.6,91.62,414.6
2024-06-17 03:00:00,14.52,91.5,415.8
2024-06-17 03:05:00,14.46,91.42,417.6
2024-06-17 03:10:00,14.36,91.38,419.8
2024-06-17 03:15:00,14.3,91.48,419.2
2024-06-17 03:20:00,14.24,91.46,420.2
2024-06-17 03:25:00,14.2,91.56,422.0
2024-06-17 03:30:00,14.2,91.7,424.2
2024-06-17 03:35:00,14.12,91.96,425.0
2024-06-17 03:40:00,14.1,91.96,423.4
2024-06-17 03:45:00,14.1,92.04,427.8
2024-06-17 03:50:00,14.0,92.1,428.6
2024-06-17 03:55:00,13.96,91.9,427.0
2024-06-17 04:00:00,13.9,91.96,427.2
2024-06-17 04:05:00,13.8,92.1,430.8
2024-06-17 04:10:00,13.76,92.26,432.0
2024-06-17 04:15:00,13.7,92.38,432.4
2024-06-17 04:20:00,13.74,92.56,433.0
2024-06-17 04:25:00,13.8,92.92,434.0
2024-06-17 04:30:00,13.86,93.0,435.8
2024-06-17 04:35:00,13.9,93.22,436.2
2024-06-17 04:40:00,13.9,93.28,437.8
2024-06-17 04:45:00,13.88,93.3,439.8
2024-06-17 04:50:00,13.82,93.48,438.8
2024-06-17 04:55:00,13.8,93.42,438.4
2024-06-17 05:00:00,13.8,93.62,441.0
2024-06-17 05:05:00,13.76,93.76,441.6
2024-06-17 05:10:00,13.72,93.78,440.2
2024-06-17 05:15:00,13.7,93.9,441.4
2024-06-17 05:20:00,13.7,93.88,442.4
2024-06-17 05:25:00,13.7,93.92,441.6
2024-06-17 05:30:00,13.78,93.92,440.8
2024-06-17 05:35:00,13.92,93.96,439.8
2024-06-17 05:40:00,14.06,93.58,439.8
2024-06-17 05:45:00,14.24,93.5,436.8
2024-06-17 05:50:00,14.4,92.16,435.6
2024-06-17 05:55:00,14.44,91.32,432.8
2024-06-17 06:00:00,14.62,91.66,429.2
2024-06-17 06:05:00,14.9,91.44,426.6
2024-06-17 06:10:00,15.24,91.04,418.6
2024-06-17 06:15:00,15.64,90.74,413.0
2024-06-17 06:20:00,16.1,89.84,406.0
2024-06-17 06:25:00,16.66,88.62,398.6
2024-06-17 06:30:00,17.2,87.26,393.6
2024-06-17 06:35:00,17.84,87.06,385.2
2024-06-17 06:40:00,18.5,85.86,377.0
2024-06-17 06:45:00,19.22,85.38,363.8
2024-06-17 06:50:00,20.04,82.88,349.6
2024-06-17 06:55:00,20.9,79.4,335.0
2024-06-17 07:00:00,21.66,76.06,318.6
2024-06-17 07:05:00,22.3,72.66,310.8
2024-06-17 07:10:00,22.66,70.14,306.2
2024-06-17 07:15:00,22.88,70.14,301.8
2024-06-17 07:20:00,23.18,68.86,295.6
2024-06-17 07:25:00,23.5,66.74,292.2
2024-06-17 07:30:00,23.54,70.1,289.8
2024-06-17 07:35:00,23.68,71.08,284.6
2024-06-17 07:40:00,23.86,70.24,282.6
2024-06-17 07:45:00,23.96,66.04,287.0
2024-06-17 07:50:00,23.76,67.54,292.4
2024-06-17 07:55:00,23.88,67.66,288.4
2024-06-17 08:00:00,24.34,64.12,287.0
2024-06-17 08:05:00,24.82,62.78,295.4
2024-06-17 08:10:00,25.18,62.0,292.6
2024-06-17 08:15:00,25.5,60.52,292.2
2024-06-17 08:20:00,25.56,62.34,296.6
2024-06-17 08:25:00,25.34,59.06,300.0
2024-06-17 08:30:00,25.02,60.7,302.8
2024-06-17 08:35:00,24.72,61.6,301.8
2024-06-17 08:40:00,25.02,60.66,298.6
2024-06-17 08:45:00,25.36,60.14,296.4
2024-06-17 08:50:00,25.52,58.44,299.0
2024-06-17 08:55:00,25.08,61.0,304.0
2024-06-17 09:00:00,24.64,61.28,301.0
2024-06-17 09:05:00,25.06,60.48,293.0
2024-06-17 09:10:00,25.54,63.02,287.6
2024-06-17 09:15:00,25.88,59.5,289.8
2024-06-17 09:20:00,26.22,59.32,291.6
2024-06-17 09:25:00,26.14,58.64,299.0
2024-06-17 09:30:00,25.82,60.28,298.8
2024-06-17 09:35:00,26.1,61.9,288.4
2024-06-17 09:40:00,26.42,56.88,295.2
2024-06-17 09:45:00,26.38,62.1,295.2
2024-06-17 09:50:00,26.34,63.56,291.4
2024-06-17 09:55:00,26.78,60.52,292.0
2024-06-17 10:00:00,26.96,58.66,298.6
2024-06-17 10:05:00,26.9,54.24,307.0
2024-06-17 10:10:00,26.78,62.02,294.6
2024-06-17 10:15:00,27.28,60.14,293.8
2024-06-17 10:20:00,27.6,56.36,296.0
2024-06-17 10:25:00,27.48,56.3,301.8
2024-06-17 10:30:00,27.02,54.82,307.2
2024-06-17 10:35:00,26.9,58.02,309.8
2024-06-17 10:40:00,27.58,56.58,293.4
2024-06-17 10:45:00,27.96,55.9,301.2
2024-06-17 10:50:00,27.88,59.26,298.8
2024-06-17 10:55:00,27.8,53.7,307.6
2024-06-17 11:00:00,27.58,53.52,306.2
2024-06-17 11:05:00,27.74,55.74,298.0
2024-06-17 11:10:00,27.68,52.32,309.6
2024-06-17 11:15:00,27.82,52.12,307.0
2024-06-17 11:20:00,27.94,49.88,311.0
2024-06-17 11:25:00,27.32,51.0,313.0
2024-06-17 11:30:00,26.86,52.06,313.4
2024-06-17 11:35:00,26.76,51.3,311.2
2024-06-17 11:40:00,26.96,54.1,310.8
2024-06-17 11:45:00,26.82,49.46,315.0
2024-06-17 11:50:00,26.96,49.1,315.4
2024-06-17 11:55:00,26.7,50.42,316.2
2024-06-17 12:00:00,26.52,49.64,319.2
2024-06-17 12:05:00,26.46,52.3,316.8
2024-06-17 12:10:00,26.62,44.9,315.0
2024-06-17 12:15:00,26.88,42.12,325.0
2024-06-17 12:20:00,26.42,50.02,322.4
2024-06-17 12:25:00,26.12,51.82,317.4
2024-06-17 12:30:00,26.34,55.92,312.0
2024-06-17 12:35:00,26.34,55.1,314.2
2024-06-17 12:40:00,26.2,52.96,317.2
2024-06-17 12:45:00,26.5,52.24,315.4
2024-06-17 12:50:00,26.7,51.76,316.2
2024-06-17 12:55:00,26.56,52.64,318.0
2024-06-17 13:00:00,26.64,52.84,316.6
2024-06-17 13:05:00,27.06,52.72,315.6
2024-06-17 13:10:00,27.04,52.4,314.4
2024-06-17 13:15:00,27.22,51.32,309.8
2024-06-17 13:20:00,27.3,50.6,317.0
2024-06-17 13:25:00,26.98,51.44,314.4
2024-06-17 13:30:00,26.56,46.22,317.4
2024-06-17 13:35:00,26.44,55.52,315.0
2024-06-17 13:40:00,26.68,54.9,310.8
2024-06-17 13:45:00,27.26,55.72,304.6
2024-06-17 13:50:00,27.96,48.14,317.4
2024-06-17 13:55:00,27.8,50.96,313.6
2024-06-17 14:00:00,27.6,48.72,316.0
2024-06-17 14:05:00,27.82,47.82,313.6
2024-06-17 14:10:00,27.58,52.92,313.6
2024-06-17 14:15:00,27.56,51.24,313.6
2024-06-17 14:20:00,27.9,54.68,312.4
2024-06-17 14:25:00,28.04,48.82,316.4
2024-06-17 14:30:00,27.6,53.6,316.4
2024-06-17 14:35:00,27.0,53.6,315.8
2024-06-17 14:40:00,27.18,50.64,320.0
2024-06-17 14:45:00,27.08,47.62,319.0
2024-06-17 14:50:00,26.72,51.02,320.2
2024-06-17 14:55:00,26.18,54.26,316.4
2024-06-17 15:00:00,26.44,51.92,314.2
2024-06-17 15:05:00,26.86,50.6,314.8
2024-06-17 15:10:00,26.66,54.04,312.6
2024-06-17 15:15:00,26.56,51.18,315.6
2024-06-17 15:20:00,26.58,53.16,315.2
2024-06-17 15:25:00,26.66,55.56,316.4
2024-06-17 15:30:00,26.32,52.88,314.4
2024-06-17 15:35:00,26.44,55.4,314.2
2024-06-17 15:40:00,26.54,53.94,314.8
2024-06-17 15:45:00,26.7,56.26,310.4
2024-06-17 15:50:00,27.08,60.1,295.8
2024-06-17 15:55:00,26.88,53.58,313.0
2024-06-17 16:00:00,26.04,55.02,321.6
2024-06-17 16:05:00,25.62,54.06,320.4
2024-06-17 16:10:00,25.56,54.56,321.4
2024-06-17 16:15:00,25.72,53.74,316.4
2024-06-17 16:20:00,25.76,54.84,316.6
2024-06-17 16:25:00,25.28,62.08,312.2
2024-06-17 16:30:00,25.32,62.52,300.8
2024-06-17 16:35:00,25.68,52.78,317.8
2024-06-17 16:40:00,25.56,56.18,317.0
2024-06-17 16:45:00,25.26,51.08,319.4
2024-06-17 16:50:00,25.7,50.0,321.0
2024-06-17 16:55:00,26.36,47.58,321.4
2024-06-17 17:00:00,26.54,46.02,324.6
2024-06-17 17:05:00,26.48,45.58,325.4
2024-06-17 17:10:00,26.2,46.16,327.2
2024-06-17 17:15:00,26.32,45.58,324.6
2024-06-17 17:20:00,26.48,47.02,323.4
2024-06-17 17:25:00,26.48,47.48,324.0
2024-06-17 17:30:00,26.34,47.04,324.8
2024-06-17 17:35:00,26.06,46.32,326.8
2024-06-17 17:40:00,25.72,47.38,327.6
2024-06-17 17:45:00,25.38,47.1,328.6
2024-06-17 17:50:00,24.82,48.22,329.6
2024-06-17 17:55:00,24.46,49.68,328.8
2024-06-17 18:00:00,24.14,49.88,330.2
2024-06-17 18:05:00,23.82,51.56,329.8
2024-06-17 18:10:00,23.6,52.9,331.0
2024-06-17 18:15:00,23.4,53.6,330.6
2024-06-17 18:20:00,23.28,53.58,328.2
2024-06-17 18:25:00,23.2,53.62,329.4
2024-06-17 18:30:00,23.26,53.82,329.0
2024-06-17 18:35:00,23.16,54.56,330.6
2024-06-17 18:40:00,22.96,55.0,333.0
2024-06-17 18:45:00,22.76,55.96,330.4
2024-06-17 18:50:00,22.56,56.34,331.6
2024-06-17 18:55:00,22.44,56.18,330.0
2024-06-17 19:00:00,22.4,56.5,331.8
2024-06-17 19:05:00,22.3,56.54,331.4
2024-06-17 19:10:00,22.16,57.1,332.0
2024-06-17 19:15:00,21.98,58.18,332.4
2024-06-17 19:20:00,21.8,59.16,331.4
2024-06-17 19:25:00,21.62,60.28,335.2
2024-06-17 19:30:00,21.46,61.18,335.8
2024-06-17 19:35:00,21.3,61.58,334.6
2024-06-17 19:40:00,21.12,62.58,333.8
2024-06-17 19:45:00,20.96,62.32,337.4
2024-06-17 19:50:00,20.8,62.18,335.8
2024-06-17 19:55:00,20.66,62.24,333.4
2024-06-17 20:00:00,20.54,62.74,334.8
2024-06-17 20:05:00,20.38,62.82,334.8
2024-06-17 20:10:00,20.2,62.74,334.6
2024-06-17 20:15:00,20.06,62.8,334.4
2024-06-17 20:20:00,19.94,62.6,335.4
2024-06-17 20:25:00,19.84,62.56,333.4
2024-06-17 20:30:00,19.7,62.72,334.2
2024-06-17 20:35:00,19.62,63.46,335.4
2024-06-17 20:40:00,19.58,62.9,336.6
2024-06-17 20:45:00,19.46,62.68,335.2
2024-06-17 20:50:00,19.38,63.42,336.8
2024-06-17 20:55:00,19.24,63.12,334.2
2024-06-17 21:00:00,19.16,64.08,335.8
2024-06-17 21:05:00,19.04,65.1,336.4
2024-06-17 21:10:00,18.94,66.28,337.2
2024-06-17 21:15:00,18.86,66.08,337.6
2024-06-17 21:20:00,18.76,67.18,339.2
2024-06-17 21:25:00,18.66,67.02,338.2
2024-06-17 21:30:00,18.6,66.62,338.4
2024-06-17 21:35:00,18.5,66.62,339.0
2024-06-17 21:40:00,18.44,66.64,337.6
2024-06-17 21:45:00,18.32,67.14,338.8
2024-06-17 21:50:00,18.26,67.36,338.2
2024-06-17 21:55:00,18.16,67.64,337.4
2024-06-17 22:00:00,18.1,67.42,337.0
2024-06-17 22:05:00,18.0,68.16,338.4
2024-06-17 22:10:00,17.94,68.48,339.0
2024-06-17 22:15:00,17.9,69.22,338.8
2024-06-17 22:20:00,17.8,69.52,338.0
2024-06-17 22:25:00,17.72,69.88,337.8
2024-06-17 22:30:00,17.64,70.68,340.4
2024-06-17 22:35:00,17.52,71.02,341.2
2024-06-17 22:40:00,17.4,71.82,340.6
2024-06-17 22:45:00,17.32,72.78,342.0
2024-06-17 22:50:00,17.24,73.68,341.2
2024-06-17 22:55:00,17.2,74.64,341.6
2024-06-17 23:00:00,17.14,75.24,344.0
2024-06-17 23:05:00,17.1,75.92,343.4
2024-06-17 23:10:00,17.0,76.9,344.8
2024-06-17 23:15:00,16.96,77.94,346.2
2024-06-17 23:20:00,16.84,79.02,346.8
2024-06-17 23:25:00,16.74,80.28,348.2
2024-06-17 23:30:00,16.7,81.14,349.2
2024-06-17 23:35:00,16.7,81.56,352.0
2024-06-17 23:40:00,16.62,82.12,351.0
2024-06-17 23:45:00,16.54,82.98,355.6
2024-06-17 23:50:00,16.5,83.56,357.4
2024-06-17 23:55:00,16.4,83.88,358.2
2024-06-18 00:00:00,16.34,84.38,358.4
2024-06-18 00:05:00,16.24,84.5,359.4
2024-06-18 00:10:00,16.18,85.24,361.8
2024-06-18 00:15:00,16.1,85.86,363.6
2024-06-18 00:20:00,16.04,86.4,367.0
2024-06-18 00:25:00,15.96,86.82,366.2
2024-06-18 00:30:00,15.9,87.48,368.4
2024-06-18 00:35:00,15.84,87.18,369.8
2024-06-18 00:40:00,15.8,87.62,371.6
2024-06-18 00:45:00,15.74,88.04,375.4
2024-06-18 00:50:00,15.7,88.16,375.6
2024-06-18 00:55:00,15.7,88.32,376.4
2024-06-18 01:00:00,15.62,88.42,378.6
2024-06-18 01:05:00,15.6,88.2,380.2
2024-06-18 01:10:00,15.54,88.84,381.8
2024-06-18 01:15:00,15.5,88.36,384.6
2024-06-18 01:20:00,15.48,89.2,385.0
2024-06-18 01:25:00,15.4,88.94,387.0
2024-06-18 01:30:00,15.4,89.2,387.2
2024-06-18 01:35:00,15.34,89.18,389.6
2024-06-18 01:40:00,15.24,88.92,390.4
2024-06-18 01:45:00,15.2,89.4,395.4
2024-06-18 01:50:00,15.14,88.82,394.2
2024-06-18 01:55:00,15.02,89.44,396.0
2024-06-18 02:00:00,15.06,89.76,397.8
2024-06-18 02:05:00,15.0,89.3,397.4
2024-06-18 02:10:00,14.92,89.32,399.0
2024-06-18 02:15:00,14.86,89.58,402.0
2024-06-18 02:20:00,14.8,89.5,401.6
2024-06-18 02:25:00,14.8,89.78,404.6
2024-06-18 02:30:00,14.78,89.64,404.2
2024-06-18 02:35:00,14.7,89.56,404.0
2024-06-18 02:40:00,14.64,89.58,405.8
2024-06-18 02:45:00,14.6,89.72,406.6
2024-06-18 02:50:00,14.48,89.74,411.2
2024-06-18 02:55:00,14.4,89.84,409.8
2024-06-18 03:00:00,14.36,89.44,412.2
2024-06-18 03:05:00,14.34,90.12,413.2
2024-06-18 03:10:00,14.3,90.14,414.8
2024-06-18 03:15:00,14.3,90.08,414.6
2024-06-18 03:20:00,14.3,90.14,416.6
2024-06-18 03:25:00,14.22,90.14,416.2
2024-06-18 03:30:00,14.22,90.52,419.8
2024-06-18 03:35:00,14.2,90.58,421.6
2024-06-18 03:40:00,14.2,90.74,422.6
2024-06-18 03:45:00,14.18,91.02,425.4
2024-06-18 03:50:00,14.1,91.0,427.2
2024-06-18 03:55:00,14.1,91.1,427.6
2024-06-18 04:00:00,14.1,91.1,429.4
2024-06-18 04:05:00,14.1,91.06,430.0
2024-06-18 04:10:00,14.1,91.1,430.6
2024-06-18 04:15:00,14.0,91.02,431.2
2024-06-18 04:20:00,13.94,91.18,433.4
2024-06-18 04:25:00,13.9,91.62,432.2
2024-06-18 04:30:00,13.9,91.56,435.0
2024-06-18 04:35:00,13.86,91.66,434.6
2024-06-18 04:40:00,13.82,91.84,438.4
2024-06-18 04:45:00,13.8,91.82,436.6
2024-06-18 04:50:00,13.8,91.72,440.2
2024-06-18 04:55:00,13.7,91.9,441.2
2024-06-18 05:00:00,13.7,91.82,441.0
2024-06-18 05:05:00,13.7,91.96,441.2
2024-06-18 05:10:00,13.68,91.86,441.6
2024-06-18 05:15:00,13.6,91.78,441.2
2024-06-18 05:20:00,13.6,91.88,442.4
2024-06-18 05:25:00,13.6,91.74,443.8
2024-06-18 05:30:00,13.6,91.7,444.8
2024-06-18 05:35:00,13.66,91.88,443.4
2024-06-18 05:40:00,13.74,91.64,440.0
2024-06-18 05:45:00,13.84,91.8,438.4
2024-06-18 05:50:00,14.04,91.44,436.2
2024-06-18 05:55:00,14.26,91.16,433.8
2024-06-18 06:00:00,14.48,90.9,429.6
2024-06-18 06:05:00,14.78,90.92,427.4
2024-06-18 06:10:00,15.1,90.28,424.0
2024-06-18 06:15:00,15.48,90.14,416.4
2024-06-18 06:20:00,15.9,89.14,410.2
2024-06-18 06:25:00,16.5,88.98,400.0
2024-06-18 06:30:00,17.08,87.68,393.2
2024-06-18 06:35:00,17.6,87.14,385.8
2024-06-18 06:40:00,18.16,86.26,379.2
2024-06-18 06:45:00,18.82,86.88,367.2
2024-06-18 06:50:00,19.62,85.32,355.4
2024-06-18 06:55:00,20.5,82.68,345.4
2024-06-18 07:00:00,21.4,82.22,329.4
2024-06-18 07:05:00,22.06,76.0,319.0
2024-06-18 07:10:00,22.6,74.58,308.0
2024-06-18 07:15:00,23.0,72.66,303.8
2024-06-18 07:20:00,23.4,73.18,294.8
2024-06-18 07:25:00,23.86,71.86,285.6
2024-06-18 07:30:00,24.22,70.56,285.2
2024-06-18 07:35:00,24.3,70.5,282.2
2024-06-18 07:40:00,24.3,69.68,284.0
2024-06-18 07:45:00,24.4,70.38,281.2
2024-06-18 07:50:00,24.62,65.3,289.8
2024-06-18 07:55:00,25.0,64.6,293.0
2024-06-18 08:00:00,25.32,64.58,296.8
2024-06-18 08:05:00,25.5,58.48,300.8
2024-06-18 08:10:00,25.78,61.04,308.2
2024-06-18 08:15:00,25.74,56.7,306.6
2024-06-18 08:20:00,25.72,58.68,313.0
2024-06-18 08:25:00,25.64,59.16,312.4
2024-06-18 08:30:00,25.74,60.12,309.6
2024-06-18 08:35:00,26.1,60.48,305.8
2024-06-18 08:40:00,26.38,58.62,308.8
2024-06-18 08:45:00,26.6,56.34,310.2
2024-06-18 08:50:00,26.9,56.54,312.0
2024-06-18 08:55:00,27.2,54.54,314.6
2024-06-18 09:00:00,27.38,55.1,315.0
2024-06-18 09:05:00,27.66,56.76,307.8
2024-06-18 09:10:00,27.52,53.18,313.6
2024-06-18 09:15:00,27.22,56.66,312.6
2024-06-18 09:20:00,27.14,54.98,316.4
2024-06-18 09:25:00,27.22,58.04,314.4
2024-06-18 09:30:00,27.3,57.26,313.4
2024-06-18 09:35:00,27.42,53.36,322.0
2024-06-18 09:40:00,27.6,56.72,314.4
2024-06-18 09:45:00,27.84,56.74,310.4
2024-06-18 09:50:00,28.26,58.04,303.2
2024-06-18 09:55:00,28.64,52.28,317.0
2024-06-18 10:00:00,28.66,51.0,321.4
2024-06-18 10:05:00,28.72,54.5,313.6
2024-06-18 10:10:00,28.94,53.54,317.2
2024-06-18 10:15:00,29.24,56.74,309.8
2024-06-18 10:20:00,29.38,55.0,311.0
2024-06-18 10:25:00,29.52,52.56,315.8
2024-06-18 10:30:00,29.78,59.22,296.6
2024-06-18 10:35:00,30.02,53.34,315.2
2024-06-18 10:40:00,30.16,60.06,304.6
2024-06-18 10:45:00,30.34,56.96,303.0
2024-06-18 10:50:00,30.52,55.86,310.0
2024-06-18 10:55:00,30.52,59.1,304.6
2024-06-18 11:00:00,30.7,54.64,302.6
2024-06-18 11:05:00,30.8,52.66,309.0
2024-06-18 11:10:00,30.8,55.08,309.0
2024-06-18 11:15:00,30.82,48.82,314.4
2024-06-18 11:20:00,30.96,59.16,305.8
2024-06-18 11:25:00,31.1,59.34,296.8
2024-06-18 11:30:00,31.34,55.7,303.6
2024-06-18 11:35:00,31.64,53.18,306.4
2024-06-18 11:40:00,31.74,50.4,307.8
2024-06-18 11:45:00,31.52,50.38,309.4
2024-06-18 11:50:00,31.52,47.68,314.0
2024-06-18 11:55:00,31.7,51.94,307.8
2024-06-18 12:00:00,31.8,56.98,304.8
2024-06-18 12:05:00,31.94,56.76,296.2
2024-06-18 12:10:00,32.12,57.46,293.8
2024-06-18 12:15:00,32.28,55.54,297.6
2024-06-18 12:20:00,32.52,56.42,292.8
2024-06-18 12:25:00,32.56,46.56,306.4
2024-06-18 12:30:00,32.54,48.64,309.6
2024-06-18 12:35:00,32.66,46.72,309.8
2024-06-18 12:40:00,32.8,46.32,308.8
2024-06-18 12:45:00,32.86,40.78,309.2
2024-06-18 12:50:00,32.46,39.62,319.4
2024-06-18 12:55:00,31.46,41.44,322.8
2024-06-18 13:00:00,30.82,44.88,325.6
2024-06-18 13:05:00,30.62,44.18,329.6
2024-06-18 13:10:00,30.62,44.5,331.8
2024-06-18 13:15:00,30.46,47.58,330.8
2024-06-18 13:20:00,30.5,46.1,333.0
2024-06-18 13:25:00,30.5,46.44,333.6
2024-06-18 13:30:00,30.34,48.86,331.0
2024-06-18 13:35:00,30.34,45.88,335.8
2024-06-18 13:40:00,30.42,42.86,337.6
2024-06-18 13:45:00,30.48,46.9,337.6
2024-06-18 13:50:00,30.38,47.9,337.4
2024-06-18 13:55:00,30.16,50.88,341.8
2024-06-18 14:00:00,29.96,47.98,342.6
2024-06-18 14:05:00,29.7,47.8,338.8
2024-06-18 14:10:00,29.48,52.04,337.4
2024-06-18 14:15:00,29.4,53.0,338.4
2024-06-18 14:20:00,29.32,52.98,335.0
2024-06-18 14:25:00,29.26,53.14,340.0
2024-06-18 14:30:00,29.34,53.42,336.2
2024-06-18 14:35:00,29.52,54.44,336.0
2024-06-18 14:40:00,29.52,49.52,338.0
2024-06-18 14:45:00,29.44,50.12,340.8
2024-06-18 14:50:00,29.72,47.24,339.4
2024-06-18 14:55:00,30.76,46.96,335.8
2024-06-18 15:00:00,31.46,43.96,330.6
2024-06-18 15:05:00,31.72,42.54,328.2
2024-06-18 15:10:00,31.78,44.26,324.0
2024-06-18 15:15:00,31.98,40.84,325.4
2024-06-18 15:20:00,31.92,40.12,324.6
2024-06-18 15:25:00,31.78,44.34,324.2
2024-06-18 15:30:00,31.9,45.32,319.4
2024-06-18 15:35:00,31.92,40.64,323.4
2024-06-18 15:40:00,31.82,42.16,323.8
